SN	REGION CODE	REGION NAME	DISTRICT CODE	DISTRICT (CENTRAL GOVERNMENT)	DISTRICT	OLD ID	TEMP ID (CURRENT)	CURRENT ID	NAME	ALTERNATIVE NAME(S)	STATUS	REMARKS	HMIS (MSIMBO)	DIVISION	WARD	VILLAGE/STREET	REGISTRATION No.	HF TYPE	OWNERSHIP	OWNERSHIP DETAIL	LATITUDE	LONGITUDE	SOURCE
3054	8	Lindi	3	Nachingwea District	Nachingwea DC	803088	17	803017	Mkotokuyana		Operating		12	Ruponda	Mkotokuyana	Mkotokuyana		Dispensary	Government	LGA			MMAM
3055	8	Lindi	3	Nachingwea District	Nachingwea DC	803108	18	803018	Mnero		Operating		2	Ruponda	Mnero Ngongo	Mnero Ngongo		Hospital	FBO	RC	-10.18309	39.63165	IHI
3056	8	Lindi	3	Nachingwea District	Nachingwea DC	803195	19	803019	Mpiruka		Operating		34	Naipanga	Mpiruka	Mpiruka		Dispensary	Government	LGA			
3057	8	Lindi	3	Nachingwea District	Nachingwea DC	803109	20	803020	Mtepeche		Operating		29		Kilimanihewa	Mtepeche		Dispensary	Government		-10.39383	38.82029	IHI
3058	8	Lindi	3	Nachingwea District	Nachingwea DC	803110	21	803021	Mtua		Operating		8	Naipanga	Mtua	Mtua		Dispensary	Government	LGA			
3059	8	Lindi	3	Nachingwea District	Nachingwea DC	803111	22	803022	Mwenge		Operating		10	Nambambo	Mitumbati	Mitumbati		Dispensary	Government	LGA	-10.32822	38.70236	
3060	8	Lindi	3	Nachingwea District	Nachingwea DC	803112	23	803023	Nachingwea		Operating		1	Ruponda	Nambambo	Nambambo		Hospital	Government	LGA	-10.36496	38.75425	NIMR
3061	8	Lindi	3	Nachingwea District	Nachingwea DC	803113	24	803024	Nahimba		Operating		27	Kilimarondo	Mbondo	Nahimba		Dispensary	Government	LGA	-10.30972	38.15433	
3062	8	Lindi	3	Nachingwea District	Nachingwea DC	803114	25	803025	Naipanga		Operating		23	Naipanga	Naipanga	Naipanga Urban		Dispensary	Government	LGA	-10.49092	38.81353	IHI
3063	8	Lindi	3	Nachingwea District	Nachingwea DC	803115	26	803026	Namapwia		Operating		18	Ruponda	Namapwia	Namapwia		Dispensary	Government	LGA	-10.05326	38.64328	Other
3064	8	Lindi	3	Nachingwea District	Nachingwea DC	803126	27	803027	Namatunu		Operating		32	Kilimarondo	Kilimarondo	Namatunu		Dispensary	Government	LGA	-10.541	37.97551	IHI
3065	8	Lindi	3	Nachingwea District	Nachingwea DC	803116	28	803028	Nambalapala		Operating		24	Ruponda	Kipara Mnero	Mwandila/ Mwanoi		Dispensary	Government	LGA	-10.15672	38.67712	
3066	8	Lindi	3	Nachingwea District	Nachingwea DC	803117	29	803029	Nampemba		Operating		31	Nambambo	Kilimanihewa	Nampemba		Dispensary	Government	LGA	-10.35627	38.81455	
3067	8	Lindi	3	Nachingwea District	Nachingwea DC	803118	30	803030	Nangunde		Operating		28	Lionja	Namikango	Nangunde		Dispensary	Government	LGA	-10.21662	38.559	
3068	8	Lindi	3	Nachingwea District	Nachingwea DC	803205	31	803031	Nditi		Operating		33	Lionja	Nditi	Nditi		Dispensary	Government	LGA			MMAM
3069	8	Lindi	3	Nachingwea District	Nachingwea DC	803119	32	803032	Ndomondo		Operating		13	Naipanga	Ndomoni	Ndomondo		Dispensary	Government	LGA			
3070	8	Lindi	3	Nachingwea District	Nachingwea DC	803120	33	803033	Ngunichile		Operating		26	Ruponda	NGUNICHILE	Lipuyu		Dispensary	Government	LGA	-10.1196	38.47912	IHI
3071	8	Lindi	3	Nachingwea District	Nachingwea DC	803121	34	803034	Old Camp (JWTZ)		Operating		21	Ruponda	Nambambo	Nambambo		Dispensary	Government	TPDF			
3072	8	Lindi	3	Nachingwea District	Nachingwea DC	803122	35	803035	Ruponda		Operating		11	Ruponda	Ruponda	Ruponda		Dispensary	Government	LGA	-10.24753	38.69636	IHI
3073	8	Lindi	3	Nachingwea District	Nachingwea DC	803123	36	803036	Rweje		Operating		15	Ruponda	Mkoka	Rweje		Dispensary	Government	LGA	-10.12686	38.77596	IHI
3074	8	Lindi	3	Nachingwea District	Nachingwea DC	803209	37	803037	Tunduru Ya Leo		Operating		35	Ruponda	Nambambo	Tunduru Ya Leo		Dispensary	Government	LGA			MMAM
3075	8	Lindi	3	Nachingwea District	Nachingwea DC	803124	38	803038	Ulai		Operating		22	Ruponda	Mnero Miembeni	Ntila		Dispensary	Government	LGA	-10.28242	38.64717	IHI
3076	8	Lindi	3	Nachingwea District	Nachingwea DC	803125	39	803039	Uviwana		Closed		25	Ruponda	Nambambo	Nambambo		Dispensary	Private	Private	-10.37258	38.76402	IHI
3617	10	Ruvuma	5	Namtumbo District	Namtumbo DC	1005001	1	1005001	Amani		Operating		1005001	Sasawala	Magazini	Amani		Dispensary	Government	LGA	-11.40416	36.43091	
3618	10	Ruvuma	5	Namtumbo District	Namtumbo DC	1005011	2	1005002	Chengena		Operating		1005002	Mkongo	Luchili	Chengena		Dispensary	FBO	RC	-10.59768	36.08021	
3619	10	Ruvuma	5	Namtumbo District	Namtumbo DC	1005019	3	1005003	Hanga Monestery		Operating		1005003	Mkongo	Hanga	Hanga		Dispensary	FBO	RC	-10.07426	35.8973	
3620	10	Ruvuma	5	Namtumbo District	Namtumbo DC	1005032	4	1005004	Kilimasera		Operating		1005004	Undendeule	Mchomoro	Kilimasera		Dispensary	Government	LGA	-10.7507	36.50999	
3621	10	Ruvuma	5	Namtumbo District	Namtumbo DC	1005041	5	1005005	Kitanda		Operating		1005005	Undendeule	Kitanda	Kitanda		Dispensary	FBO	RC			
3622	10	Ruvuma	5	Namtumbo District	Namtumbo DC	1005257	6	1005006	Libango		Operating		1005038	Undendeule	Namtumbo	Libango		Dispensary	Government	LGA			
3623	10	Ruvuma	5	Namtumbo District	Namtumbo DC	1005047	7	1005007	Ligera		Operating		1005012	Mkongo	Ligera	Ligera		Dispensary	Government	LGA	-10.92849	36.09537	
3624	10	Ruvuma	5	Namtumbo District	Namtumbo DC	1005050	8	1005008	Ligunga		Operating		1005008	Sasawala	Lusewa	Ligunga		Dispensary	FBO	RC	-11.18794	36.35166	
3625	10	Ruvuma	5	Namtumbo District	Namtumbo DC	1005051	9	1005009	Likusenguse		Operating		1005009	Sasawala	Magazini	Likusenguse		Dispensary	Government	LGA	-11.47743	36.65778	
3626	10	Ruvuma	5	Namtumbo District	Namtumbo DC	1005054	10	1005010	Likuyu A		Operating		1005010	Undendeule	Likuyuseka	Likuyu mandela		Dispensary	Government	LGA			
3627	10	Ruvuma	5	Namtumbo District	Namtumbo DC		11	1005011	Likuyu Seka		Operating	Added, missing in MHFL	1005011	Undendeule	Likuyuseka	Likuyu mandela		Dispensary	Government	LGA			
3628	10	Ruvuma	5	Namtumbo District	Namtumbo DC	1005056	12	1005012	Limamu		Operating		1005012	Mkongo	Limamu	limamu		Dispensary	Government	LGA	-10.82718	35.97193	
3629	10	Ruvuma	5	Namtumbo District	Namtumbo DC	1005061	13	1005013	Litola		Operating		1005020	Undendeule	Litola	Litola		Dispensary	Government	LGA	-10.5552	35.93199	
3630	10	Ruvuma	5	Namtumbo District	Namtumbo DC	1005071	14	1005014	Luegu		Operating		1005013	Undendeule	Luegu	Luegu		Dispensary	Government	LGA	-11.28978	34.805	
3631	10	Ruvuma	5	Namtumbo District	Namtumbo DC	1005258	15	1005015	Lumecha		Operating		1005037	Mkongo	Msindo	Lumecha		Dispensary	Government	LGA			
3632	10	Ruvuma	5	Namtumbo District	Namtumbo DC	1005081	16	1005016	Lusewa		Operating		1005014	Sasawala	Lusewa	Lusewa		Health Centre	Government	LGA	-11.21344	36.27821	
3633	10	Ruvuma	5	Namtumbo District	Namtumbo DC	1005085	17	1005017	Magazini		Operating		1005015	Sasawala	Magazini	Magazini		Dispensary	Government	LGA	-11.56143	36.46548	
3659	10	Ruvuma	5	Namtumbo District	Namtumbo DC		44	1005044	Mandepwende   ligera		Operating		1005017	Mkongo	Ligera	Matembendwe		Dispensary	Government	LGA			MoHSW
3634	10	Ruvuma	5	Namtumbo District	Namtumbo DC	1005096	18	1005018	Masuguru		Operating		1005029	Undendeule	Mchomoro	Masuguru		Dispensary	Government	LGA	-10.62858	34.6377	
3635	10	Ruvuma	5	Namtumbo District	Namtumbo DC	1005101	20	1005020	Matepwende Lusewa		Operating		1005031	Sasawala	Lusewa	Matepwende/Lus		Dispensary	Government	LGA	-11.32974	36.16727	
3636	10	Ruvuma	5	Namtumbo District	Namtumbo DC	1005112	21	1005021	Mbimbi		Operating		1005018	Undendeule	Litola	Mbimbi		Dispensary	Government	LGA	-10.43876	35.7927	
3637	10	Ruvuma	5	Namtumbo District	Namtumbo DC	1005115	22	1005022	Mchomoro		Operating		1005019	Undendeule	Mchomoro	Mchomoro		Dispensary	Government	LGA			
3638	10	Ruvuma	5	Namtumbo District	Namtumbo DC	1005118	23	1005023	Mdwema		Operating		1005034	Mkongo	Namabengo	Mdwema		Dispensary	Government	LGA	-10.61862	35.86356	
3639	10	Ruvuma	5	Namtumbo District	Namtumbo DC	1005121	24	1005024	Mgombasi		Operating		1005020	Undendeule	Mgombasi	Mgonbasi		Dispensary	Government	LGA			
3640	10	Ruvuma	5	Namtumbo District	Namtumbo DC	1005123	25	1005025	Milonji		Operating		1005035	Sasawala	Lusewa	Milonji		Dispensary	Government	LGA	-11.12427	36.21957	
3641	10	Ruvuma	5	Namtumbo District	Namtumbo DC	1005137	26	1005026	Mkongo		Operating		1005021	Mkongo	Luchili	Mkongo Gulioni		Health Centre	Government	LGA	-10.69745	36.04549	
3642	10	Ruvuma	5	Namtumbo District	Namtumbo DC	1005138	27	1005027	Mkongonakawale		Operating		1005042	Mkongo	Nakawale	Mkongo Nakawale		Dispensary	FBO	RC	-10.72953	36.00269	
3643	10	Ruvuma	5	Namtumbo District	Namtumbo DC	1005145	28	1005028	Mlilayoyo		Operating		1005022	Mkongo	Hanga	Mlilayoyo		Dispensary	Government	LGA	-10.53452	36.0132	
3644	10	Ruvuma	5	Namtumbo District	Namtumbo DC	1005154	29	1005029	Mputa		Operating		1005023	Undendeule	Mputa	Mputa		Health Centre	Government	LGA	-10.0731047796	35.8726698571	
3645	10	Ruvuma	5	Namtumbo District	Namtumbo DC	1005155	30	1005030	Msindo		Operating		1005024	Mkongo	Msindo	Msindo		Dispensary	Government	LGA	-10.07426	36.237	
3646	10	Ruvuma	5	Namtumbo District	Namtumbo DC	1005157	31	1005031	Msisima		Operating		1005040	Sasawala	Lusewa	Msisima		Dispensary	Government	LGA	-11.29877	36.20653	
3647	10	Ruvuma	5	Namtumbo District	Namtumbo DC	1005158	32	1005032	Mtakanini		Operating		1005026	Mkongo	Msindo	Mtakanini		Dispensary	Government	LGA	-10.58484	36.3326	
3648	10	Ruvuma	5	Namtumbo District	Namtumbo DC		33	1005033	Mtakuja		Operating		1005042	Mkongo	Limamu	Mtakuja		Dispensary	Government	LGA			
3649	10	Ruvuma	5	Namtumbo District	Namtumbo DC	1005159	34	1005034	Mtelawamwahi		Operating		1005027	Mkongo	Ligera	Mtelawamwahi		Dispensary	Government	LGA	-10.85588	36.1929	
3650	10	Ruvuma	5	Namtumbo District	Namtumbo DC	1005162	35	1005035	Mtonya		Operating		1005036	Undendeule	Likuyuseka	Mtonya		Dispensary	Government	LGA	-10.29145	36.1368	
3651	10	Ruvuma	5	Namtumbo District	Namtumbo DC	1005172	36	1005036	Naikesi		Operating		1005028	Undendeule	Kitanda	Naikesi		Dispensary	Government	LGA	-10.49841	35.7094	
3652	10	Ruvuma	5	Namtumbo District	Namtumbo DC	1005177	37	1005037	Namabengo		Operating		1005029	Mkongo	Namabengo	Namabengo		Health Centre	FBO	RC			
3653	10	Ruvuma	5	Namtumbo District	Namtumbo DC	1005260	38	1005038	Nambecha		Operating		1005030	Undendeule	Mgombasi	Nambecha		Dispensary	Government	LGA			
3654	10	Ruvuma	5	Namtumbo District	Namtumbo DC	1005185	39	1005039	Namtumbo		Operating		1005031	Undendeule	Rwinga	Rwinga		Health Centre	Government	LGA	-10.37685	36.167	
3655	10	Ruvuma	5	Namtumbo District	Namtumbo DC	1005200	40	1005040	Ngwinde		Operating		1005032	Undendeule	Litola	Ngwinde		Dispensary	Government	LGA	-10.63279	35.9476	
3656	10	Ruvuma	5	Namtumbo District	Namtumbo DC	1005283	41	1005041	Njalamatata		Operating		1005039	Mkongo	Nakawale	Njalamatata		Dispensary	Government	LGA			
3657	10	Ruvuma	5	Namtumbo District	Namtumbo DC	1005215	42	1005042	Suluti		Operating		1005033	Undendeule	Namtumbo	Suluti		Dispensary	Government	LGA	-10.5285	36.07824	
3658	10	Ruvuma	5	Namtumbo District	Namtumbo DC	1005284	43	1005043	Utwango		Operating		1005041	Mkongo	Namabengo	Utwango		Dispensary	Government	LGA			
3340	9	Mtwara	6	Nanyumbu District	Nanyumbu DC	903011	1	906001	Chipuputa		Operating		903052	Nanyumbu	Chipuputa	Chipuputa	MT/KIJ 281	Dispensary	Government	MOHSW	-11.03084	38.4109	Other
3341	9	Mtwara	6	Nanyumbu District	Nanyumbu DC	903035	2	906002	Likokona		Operating		903008	Nakopi	Likokona	Likokona	MT/KIJ 123	Dispensary	Government	MOHSW			
3342	9	Mtwara	6	Nanyumbu District	Nanyumbu DC	903048	3	906003	Lumesule		Operating		903012	Nakopi	Lumesule-	Lumesule	MT/KIJ 121	Dispensary	Government	MOHSW	-10.91711	38.02168	Other
3343	9	Mtwara	6	Nanyumbu District	Nanyumbu DC	906208	4	906004	Makongâondera		Operating		903016		Likokona	MakongâOndera		Dispensary	Government	Government			
3344	9	Mtwara	6	Nanyumbu District	Nanyumbu DC	903066	5	906005	Mangaka		Operating		903018	Nanyumbu	Nangomba	Mangaka	MT/KIJ 108	Hospital	Government	MOHSW	-10.94086	38.37987	Other
3345	9	Mtwara	6	Nanyumbu District	Nanyumbu DC	903070	6	906006	Maratani		Operating		903019	Maratani	Maratani	Maratani	MT/KIJ 183	Dispensary	Government	MOHSW	-10.95398	38.62303	Other
3346	9	Mtwara	6	Nanyumbu District	Nanyumbu DC	903071	7	906007	Masuguru		Operating		903020	Nanyumbu	Masuguru	Masuguru	MT/KIJ 993	Dispensary	Government	MOHSW	-11.30258	38.39101	Other
3347	9	Mtwara	6	Nanyumbu District	Nanyumbu DC	903076	8	906008	Mburusa		Operating		903022	Nakopi	Napacho	Mburusa	MT/KIJ 120	Dispensary	Government	MOHSW	-11.13561	38.24225	Other
3348	9	Mtwara	6	Nanyumbu District	Nanyumbu DC	906213	9	906009	Michiga		Operating		903024	Nakopi	Likokona	Michiga	MT/KIJ 122	Health Centre	Government	MOHSW			
3349	9	Mtwara	6	Nanyumbu District	Nanyumbu DC	903090	10	906010	Mikangaula		Operating		903025	Maratani	Mikangaula	Mikangaula	MT/KIJ 80	Dispensary	Government	MOHSW			
3350	9	Mtwara	6	Nanyumbu District	Nanyumbu DC	906215	11	906011	Mikuva		Operating		903051	Maratani	Maratani	Mikuva	MT/KIJ 464	Dispensary	Government	MOHSW			
3351	9	Mtwara	6	Nanyumbu District	Nanyumbu DC	903102	12	906012	Mkonona		Operating		903028	Nanyumbu	Mkonona	Namijati	MT/KIJ 104	Dispensary	Government	MOHSW	-11.15	38.58333	ADS
3352	9	Mtwara	6	Nanyumbu District	Nanyumbu DC	906217	13	906013	Mkumbaru		Operating		903050	Nanyumbu	Sengenya	Mkumbaru	MT/KIJ 460	Dispensary	Government	MOHSW			
3353	9	Mtwara	6	Nanyumbu District	Nanyumbu DC	906218	14	906014	Nakopi		Operating		903036	Nakopi	Napacho	Nakopi	MT/KIJ 119	Dispensary	Government	MOHSW			
3354	9	Mtwara	6	Nanyumbu District	Nanyumbu DC	903152	15	906015	Nandete		Operating		903038	Maratani	Nandete	Nandete	MT/KIJ 174	Dispensary	Government	MOHSW	-10.9075	38.80283	ADS
3355	9	Mtwara	6	Nanyumbu District	Nanyumbu DC	903154	16	906016	Nangomba		Operating		903040	Nanyumbu	Nangomba	Nangomba	MT/KIJ 212	Dispensary	Government	MOHSW	-10.90418	38.51921	Other
3356	9	Mtwara	6	Nanyumbu District	Nanyumbu DC	903162	17	906017	Nanyumbu		Operating		903044	Nanyumbu	Nanyumbu -	Nanyumbu	MT/KIJ 106	Health Centre	Government	MOHSW	-11.13333	38.5	ADS
3357	9	Mtwara	6	Nanyumbu District	Nanyumbu DC	906222	18	906018	Sengenya		Under Construction		Not Allocated	Nanyumbu	Sengenya	Sengenya	MT/KIJ	Dispensary	Government	MOHSW			
3230	9	Mtwara	2	Newala District	Newala DC		38	902038	Chihanga		Under Construction			MKUNYA	Mkunya	Chihanga	MT/KIJ/350	Dispensary					
3203	9	Mtwara	2	Newala District	Newala DC	902008	2	902002	Chihangu		Operating		902001	CHILANGALA	Chahangu	Chihangu A	MT/KIJ/243	Health Centre	Government	LGA	-10.61324	39.22087	Other
3204	9	Mtwara	2	Newala District	Newala DC	902013	3	902003	Chitekete		Operating		902002	Newala	Chitekete	Chitekete	MT/KIJ/326	Dispensary	Government	LGA	-10.7976	39.22052	Other
3205	9	Mtwara	2	Newala District	Newala DC	902016	4	902004	Chiwonga		Operating		902003	KITANGARI	Chiwonga	Chikuti	MT/KIJ/507	Dispensary	Government	LGA	-10.56265	39.35721	Other
3231	9	Mtwara	2	Newala District	Newala DC		39	902039	Idamnole		Under Construction			CHILANGALA	Chahangu	Idamnole	MT/KIJ/241	Dispensary					
3206	9	Mtwara	2	Newala District	Newala DC	902024	6	902006	Kilidu I		Operating		902004	MKUNYA	Nanguruwe	Samora	MT/KIJ/355	Dispensary	Government	LGA	-11.01471	39.37485	NIMR
3207	9	Mtwara	2	Newala District	Newala DC	902025	7	902007	Kilidu II		Operating		902005	Newala	Makonga	Kilidu II	MT/KIJ/324	Dispensary	Government	LGA	-10.81009	39.30583	Other
3208	9	Mtwara	2	Newala District	Newala DC	902028	8	902008	Kitangari		Operating		902006	KITANGARI	Kitangari	Kitangari Hosipitali	MT/KIJ/468	Health Centre	Government	LGA	-10.65814	39.33728	Other
3209	9	Mtwara	2	Newala District	Newala DC	902031	9	902009	Lengo		Operating		902007	KITANGARI	Mchemo	Lengo	MT/KIJ/318	Dispensary	Government	LGA	-10.73018	39.30416	Other
3232	9	Mtwara	2	Newala District	Newala DC		40	902040	Mahoha		Under Construction			CHILANGALA	Mahoha	Mahoha	MT/KIJ/504	Dispensary					
3210	9	Mtwara	2	Newala District	Newala DC	902059	11	902011	Makonga		Operating		902008	Newala	Makonga	Makonga	MT/KIJ/323	Dispensary	Government	LGA	-10.56724	39.27695	Other
3211	9	Mtwara	2	Newala District	Newala DC	902062	12	902012	Makote		Operating		902009	Newala	Makote	Makote	MT/KIJ/341	Dispensary	Government	LGA	-10.95348	39.33753	IHI
3212	9	Mtwara	2	Newala District	Newala DC	902063	13	902013	Makukwe		Operating		902024	MKUNYA	Makukwe	Makukwe	MT/KIJ/263	Dispensary	Government	LGA	-10.82986	39.3816	Other
3213	9	Mtwara	2	Newala District	Newala DC	902065	14	902014	Malatu		Operating		902010	KITANGARI	Malatu	Malatu juu	MT/KIJ/317	Dispensary	Government	LGA	-10.76956	39.259	NIMR
3214	9	Mtwara	2	Newala District	Newala DC	902092	16	902016	Mikumbi		Operating		902013	CHILANGALA	Chilangala	Mikumbi	MT/KIJ/238	Dispensary	Government	LGA	-10.56267	39.17505	Other
3216	9	Mtwara	2	Newala District	Newala DC	902099	18	902018	Mkoma i		Operating		902014	Newala	Mnekachi	Mkoma I	MT/KIJ/321	Dispensary	Government	LGA	-10.81669	39.19244	Other
3215	9	Mtwara	2	Newala District	Newala DC	902098	17	902017	Mkoma ii		Operating		902012	CHILANGALA	Mkoma II -	Mkoma II	MT/KIJ/493	Dispensary	Government	LGA	-10.44079	39.2769	Other
3217	9	Mtwara	2	Newala District	Newala DC	902204	21	902021	Mkwedu		Operating		902026	MKUNYA	Mkwedu	Mkwedu	MT/KIJ/288	Dispensary	Government	LGA			MMAM
3233	9	Mtwara	2	Newala District	Newala DC		41	902041	Mnali		Under Construction			KITANGARI	Kitangari	Mnali	MT/KIJ/298	Dispensary					
3218	9	Mtwara	2	Newala District	Newala DC	902115	23	902023	Mnolela		Operating		902015	KITANGARI	Malatu	Mnolela	MT/KIJ/316	Dispensary	Government	LGA	-10.68467	39.20651	Other
3219	9	Mtwara	2	Newala District	Newala DC	902117	24	902024	Mnyambe		Operating		902016	CHILANGALA	Mnyambe	Mnyambe	MT/KIJ/244	Dispensary	Government	LGA	-10.56958	39.13614	ADS
3220	9	Mtwara	2	Newala District	Newala DC	902119	25	902025	Mnyeu		Operating		902017	KITANGARI	Mtopwa	Mnyeu	MT/KIJ/318	Dispensary	Government	LGA	-10.67917	39.40685	Other
3234	9	Mtwara	2	Tandahimba District	Newala DC		42	902042	Mpalu		Under Construction			Newala	Nakahako	Mitahu	MT/KIJ/361	Dispensary					
3235	9	Mtwara	2	Newala District	Newala DC		43	902043	Mpilani		Under Construction			KITANGARI	Nandwahi	Mpilani	MT/KIJ/658	Dispensary					
3221	9	Mtwara	2	Newala District	Newala DC	902121	27	902027	Mpilipili		Operating		902018	MKUNYA	Mcholi I	Chiunjila	MT/KJ/418	Dispensary	Government	LGA	-10.99632	39.42955	Other
3236	9	Mtwara	2	Newala District	Newala DC		44	902044	Mtongwele		Under Construction			KITANGARI	Maputi	Mtongwele chini	MT/KIJ/303	Dispensary					
3222	9	Mtwara	2	Newala District	Newala DC	902130	30	902030	Mtunguru		Operating		902023	MKUNYA	Mtunguru	Mtunguru	MT/KIJ/262	Dispensary	Government	LGA	-10.76722	39.34248	Other
3223	9	Mtwara	2	Newala District	Newala DC	902228	31	902031	Nambali		Operating		Not Allocated	CHILANGALA	Mahoha	Nambali B	MT/KIJ/670	Dispensary	Government	LGA			
3224	9	Mtwara	2	Newala District	Newala DC	902143	32	902032	Nambuga		Operating		902019	Newala	Makonga	Nanyonda	MT/KIJ/362	Dispensary	Government	LGA	-10.87376	39.26429	Other
3225	9	Mtwara	2	Newala District	Newala DC	902148	33	902033	Namiyonga		Operating		902020	Newala	Namiyonga	Namiyonga	MT/KIJ/348	Dispensary	Government	LGA	-10.89292	39.3337	Other
3226	9	Mtwara	2	Newala District	Newala DC	902158	34	902034	Nanyamba		Operating		902021	CHILANGALA	Chilangala	Mkudumba	MT/KIJ/505	Dispensary	Government	LGA			
3227	9	Mtwara	2	Newala District	Newala DC	902167	35	902035	Newala		Operating		902025	Newala	Mtonya	Newala Majengo	MT/KIJ/336	Hospital	Government	LGA	-10.95388	39.27574	NIMR_ITN
3228	9	Mtwara	2	Newala District	Newala DC	902175	36	902036	Rehema		Operating		Not Allocated	Newala	Luchingu	Nangwala	MT/KIJ/334	Health Centre	Private	Private	-10.9402	39.2669	IHI
3229	9	Mtwara	2	Newala District	Newala DC	902186	37	902037	Tawala		Operating		902025	MKUNYA	Mcholi II	Tawala	MT/KIJ/285	Dispensary	Government	LGA	-10.9252	39.401	Other
6354	18	Kagera	5	Ngara District	Ngara DC	1805006	2	1805002	Bugarama		Operating		20	Rulenge	Ngenge	Rwigembe		Dispensary	Government	MoHSW/LGA	-2.87727	30.51801	Other
6355	18	Kagera	5	Ngara District	Ngara DC	1805011	3	1805003	Buhororo		Operating		11		Kibimba	Buhororo		Dispensary	Government	MoHSW/LGA	-2.53409	30.61824	Other
6356	18	Kagera	5	Ngara District	Ngara DC	1805014	4	1805004	Bukiriro		Operating		4	Rulenge	Bugarama	Bugarama		Health Centre	Government	MoHSW/LGA	-2.80795	30.53491	Other
6357	18	Kagera	5	Ngara District	Ngara DC	1805041	5	1805005	Chivu		Operating		36	Nyamiaga	Bukiriro	Bukiriro		Dispensary	Government	MoHSW/LGA	-2.45568	30.61148	Other
6358	18	Kagera	5	Ngara District	Ngara DC	1805042	6	1805006	Djuruligwa		Operating		15	Kanazi	Ntobeye	Chivu		Dispensary	Government	MoHSW/LGA	-2.62954	30.53828	Other
6359	18	Kagera	5	Ngara District	Ngara DC	1805393	7	1805007	Kabalenzi		Operating		Not Allocated	Kanazi	Kanazi	Kabalenzi		Dispensary					MMAM
6360	18	Kagera	5	Ngara District	Ngara DC	1805071	8	1805008	Kabanga		Operating		14		Kanazi	Kabalenzi		Dispensary	Government	MoHSW/LGA	-2.63207	30.46944	Other
6361	18	Kagera	5	Ngara District	Ngara DC	1805394	9	1805009	Kabanga Private		Operating		29	Kanazi	Kabanga	Djuruligwa		Dispensary	Private	Private			MMAM
6362	18	Kagera	5	Ngara District	Ngara DC	1805096	10	1805010	Kanazi		Operating		12	Kanazi	Kabanga	Kabanga		Dispensary	Government	MoHSW/LGA	-2.55681	30.59009	Other
6363	18	Kagera	5	Ngara District	Ngara DC	1805099	11	1805011	Kanyinya		Operating		17	Rulenge	Kanazi	Kanazi		Dispensary	Government	MoHSW/LGA	-2.65454	30.63175	Other
6403	18	Kagera	5	Ngara District	Ngara DC		51	1805051	Kasange		Not  Operating	waiting drugs	Not Allocated		Kirushya			Dispensary	Government	MoHSW/LGA			
6364	18	Kagera	5	Ngara District	Ngara DC	1805403	12	1805012	Kasharazi		Operating		Not Allocated	Nyamiaga	Kasulo	Kasharazi		Dispensary	FBO	Lutheran			MMAM
6365	18	Kagera	5	Ngara District	Ngara DC	1805404	13	1805013	Kasulo		Operating		7	Nyamiaga	Rulenge	Kanyinya		Dispensary	Government	MoHSW/LGA	-2.5125	30.81644	MMAM
6366	18	Kagera	5	Ngara District	Ngara DC	1805405	14	1805014	Katenga		Operating		Not Allocated	Nyamiaga	Rusumo	Kasharazi		Dispensary	Government	MoHSW/LGA			MMAM
6367	18	Kagera	5	Ngara District	Ngara DC	1805117	15	1805015	Katerere		Operating		44	Kanazi	Nyamiaga	Murukulazo		Dispensary	Government	MoHSW/LGA	-2.60454	30.59459	Other
6404	18	Kagera	5	Ngara District	Ngara DC		52	1805052	Kazingati		Not  Operating	waiting drugs	Not Allocated		Keza			Dispensary	Government	MoHSW/LGA			
6368	18	Kagera	5	Ngara District	Ngara DC	1805129	16	1805016	Keza		Operating		23	Rulenge	Rusumo	Kasulo		Dispensary	Government	MoHSW/LGA	-2.79431	30.7286	Other
6369	18	Kagera	5	Ngara District	Ngara DC	1805406	17	1805017	Kihinga		Operating		Not Allocated	Rulenge	Kanazi	Katerere		Dispensary	Government	MoHSW/LGA			MMAM
6370	18	Kagera	5	Ngara District	Ngara DC	1805149	18	1805018	Kirushya		Operating		8	Kanazi	Keza	Keza		Dispensary	Government	MoHSW/LGA	-2.5034	30.51351	Other
6405	18	Kagera	5	Ngara District	Ngara DC		53	1805053	Kumubuga		Not  Operating	waiting drugs	Not Allocated		Murusagamba			Dispensary	Government	MoHSW/LGA			
6371	18	Kagera	5	Ngara District	Ngara DC	1805161	19	1805019	Kumugamba		Operating		37	Rulenge	Nyakisasa	Kumugamba		Dispensary	Government	MoHSW/LGA	-2.66704	30.64639	Other
6372	18	Kagera	5	Ngara District	Ngara DC	1805168	20	1805020	Lordes		Operating	Edited from Lordes to Lourdes	39	Nyamiaga	Rusumo	Kasulo		Dispensary	FBO	RC	-2.51818	30.56531	Other
6373	18	Kagera	5	Ngara District	Ngara DC	1805300	21	1805021	Lukole		Operating		Not Allocated		Kasulo	Kumunazi		Health Centre					
6374	18	Kagera	5	Ngara District	Ngara DC	1805172	22	1805022	Mabawe		Operating		3	Kanazi	Mabawe	Mabawe		Health Centre	Government	MoHSW/LGA	-2.58409	30.49549	Other
6406	18	Kagera	5	Ngara District	Ngara DC		54	1805054	Magamba		Not  Operating	waiting drugs	Not Allocated		Murusagamba			Dispensary	Government	MoHSW/LGA			
