SN	DISTRICT	DIVISION	WARD	VILLAGE	MITAA	Fname	FTYPE	OWNER	PLACE	OWNER2
10305	Kishapu DC	Mondo	Seke Bugoro	Mipa		Mipa	Dispensary	Roman Catholic	Rural	Faith-Based
10306	Kishapu DC	Mondo	Seke Bugoro	Mipa		Mipa	Dispensary	LGA	Rural	Public
10309	Kishapu DC	Mondo	Songwa	Maganzo		Maganzo	Dispensary	LGA	Rural	Public
10313	Kishapu DC	Mondo	Songwa	Songwa		Songwa	Health Centre	LGA	Rural	Public
10316	Kishapu DC	Negezi	Itilima	Ilebelebe		Ilebelebe	Dispensary	LGA	Rural	Public
10319	Kishapu DC	Negezi	Itilima	Itilima		Itilima	Dispensary	LGA	Rural	Public
10321	Kishapu DC	Negezi	Itilima	Mwamala		Seseko	Dispensary	LGA	Rural	Public
10322	Kishapu DC	Negezi	Kiloleli	Kiloleli		Kiloleli	Dispensary	LGA	Rural	Public
10324	Kishapu DC	Negezi	Kiloleli	Muguda		Muguda	Dispensary	LGA	Rural	Public
10325	Kishapu DC	Negezi	Lagana	Beledi		Beledi	Dispensary	TASAF	Rural	Public
10326	Kishapu DC	Negezi	Lagana	Lagana		Lagana	Dispensary	LGA	Rural	Public
10327	Kishapu DC	Negezi	Lagana	Mihama		Mihama	Dispensary	Religious	Rural	Faith-Based
10329	Kishapu DC	Negezi	Mwanashele	Bubinza		Bubinza	Dispensary	LGA	Rural	Public
10332	Kishapu DC	Negezi	Mwanashele	Mwamashele		Mwamashele	Dispensary	LGA	Rural	Public
10336	Kishapu DC	Negezi	Ngofila	Mwamanota		Mwamanota	Dispensary	LGA	Rural	Public
10337	Kishapu DC	Negezi	Ngofila	Ngofila		Ngofila	Dispensary	LGA	Rural	Public
10341	Kishapu DC	Negezi	Talaga	Nhobola		Nhobola	Health Centre	LGA	Rural	Public
10343	Kishapu DC	Negezi	Ukenyenge	Ikonda		Ikonda	Dispensary	LGA	Rural	Public
10347	Kishapu DC	Negezi	Ukenyenge	Negezi		Negezi	Dispensary	LGA	Rural	Public
10348	Kishapu DC	Negezi	Ukenyenge	Ukenyenge		Masusante	Dispensary	Private	Rural	Private
10349	Kishapu DC	Negezi	Ukenyenge	Ukenyenge		Ukenyenge Wazazi	Dispensary	Private	Rural	Private
10350	Nyamagana DC	Nyamagana	Pamba	Assemblies		Bugando	Hospital	Roman Catholic	Rural	Faith-Based
10351	Nyamagana DC	Nyamagana	Pamba	Lumumba		Kulwa	Health Centre	Private	Rural	Private
10352	Nyamagana DC	Nyamagana	Pamba	Miti Mirefu		Aghakhan	Health Centre	Religious	Rural	Faith-Based
10353	Nyamagana DC	Nyamagana	Pamba	Sheikh Amin		Al-Ijumaa	Health Centre	BAKWATA	Rural	Private
10354	Nyamagana DC	Nyamagana	Pamba	Bugarika A		Bugarika	Dispensary	LGA	Rural	Public
10355	Nyamagana DC	Nyamagana	Pamba	Nyerere Road		Victoria (Mheta)	Clinic	Private	Rural	Private
10356	Nyamagana DC	Nyamagana	Isamilo	Lake		Sekou Toure	Hospital	LGA	Rural	Public
10357	Nyamagana DC	Nyamagana	Isamilo	Balewa		Hindu Union	Hospital	Religious	Rural	Faith-Based
10358	Nyamagana DC	Nyamagana	Isamilo	Balewa		Nyakahoja	Dispensary	Roman Catholic	Rural	Faith-Based
10359	Nyamagana DC	Nyamagana	Isamilo	Misheni		AICT-Makongoro	Health Centre	Assemblies of God	Rural	Faith-Based
10360	Nyamagana DC	Nyamagana	Isamilo	Nera		Good Samaritans	Clinic	Private	Rural	Private
10361	Nyamagana DC	Nyamagana	Nyamagana	Makoroboi		Mwananchi Trust	Hospital	Private	Rural	Private
10362	Nyamagana DC	Nyamagana	Nyamagana	Zima Moto		Huduma Mashuleni	Dispensary	LGA	Rural	Public
10363	Nyamagana DC	Nyamagana	Nyamagana	Nkurumah		Amani Chogo	Dispensary	Private	Rural	Private
10364	Nyamagana DC	Nyamagana	Nyamagana	Posta		Anglican (Dvn)	Dispensary	Anglican	Rural	Faith-Based
10365	Nyamagana DC	Nyamagana	Nyamagana	Nkomoh		Bot	Dispensary	Parastatal	Rural	Public
10366	Nyamagana DC	Nyamagana	Nyamagana	Kenyatta Road		Nyanza Cooperative Union	Dispensary	Religious	Rural	Faith-Based
10367	Nyamagana DC	Nyamagana	Butimba	Hospitali		Nyamagana	Hospital	LGA	Rural	Public
10368	Nyamagana DC	Nyamagana	Butimba	Magereza		Butimba	Dispensary	LGA	Rural	Public
10369	Nyamagana DC	Nyamagana	Butimba	Ttc		Butimba TTC	Dispensary	MDA	Rural	Public
10370	Nyamagana DC	Nyamagana	Butimba	MTC Nyegezi		MTC Nyegezi	Dispensary	TPDF	Rural	Public
10371	Nyamagana DC	Nyamagana	Butimba	Girishi		Gisani	Dispensary	Private	Rural	Private
10372	Nyamagana DC	Nyamagana	Igoma	Shamaliwa		Urafiki Community	Health Centre	Seventh Day Adventists	Rural	Faith-Based
10373	Nyamagana DC	Nyamagana	Igoma	CCM		Igoma	Health Centre	LGA	Rural	Public
10374	Nyamagana DC	Nyamagana	Igoma	Fumagila		Fumagila	Dispensary	LGA	Rural	Public
10375	Nyamagana DC	Nyamagana	Igoma	Kanisani		Amani-Igoma	Dispensary	Private	Rural	Private
10376	Nyamagana DC	Nyamagana	Igoma	Maendeleo		St Michael	Dispensary	Private	Rural	Private
10377	Nyamagana DC	Nyamagana	Mirongo	Gulio		Makongoro	Clinic	LGA	Rural	Public
10378	Nyamagana DC	Nyamagana	Mirongo	Uzinza		Huruma Mirongo	Dispensary	Private	Rural	Private
10379	Nyamagana DC	Nyamagana	Mirongo	Rufiji		Mirongo	Clinic	Private	Rural	Private
10380	Nyamagana DC	Nyamagana	Mirongo	Usimau		Usumau	Dispensary	Private	Rural	Private
10381	Nyamagana DC	Nyamagana	Mirongo	Kilombero		Kilombero	Dispensary	Private	Rural	Private
10382	Nyamagana DC	Nyamagana	Mirongo	Balewa		Balewa	Clinic	Private	Rural	Private
10383	Nyamagana DC	Nyamagana	Igogo	Kenyegezi B		Igogo	Dispensary	LGA	Rural	Public
10384	Nyamagana DC	Nyamagana	Igogo	Guinea A		Igogo Kusaidiana	Dispensary	Private	Rural	Private
10385	Nyamagana DC	Nyamagana	Igogo	Guinea A		New Tegemeo Letu	Dispensary	Private	Rural	Private
10386	Nyamagana DC	Nyamagana	Igogo	Railway		Marine TRC	Dispensary	MDA	Rural	Public
10387	Nyamagana DC	Nyamagana	Mkolani	Nyamalango		Nganza	Dispensary		Rural	TBD
10388	Nyamagana DC	Nyamagana	Mkolani	Nyamalango		Nyegezi	Dispensary	LGA	Rural	Public
10389	Nyamagana DC	Nyamagana	Mkolani	Ibanda		Mkolani	Dispensary	LGA	Rural	Public
10390	Nyamagana DC	Nyamagana	Mkolani	Malimbe		Nyegezi	Dispensary	Parastatal	Rural	Public
10391	Nyamagana DC	Nyamagana	Mkolani	Nsumba		Nsumba	Dispensary	MDA	Rural	Public
10392	Nyamagana DC	Nyamagana	Mkolani	Sweya		Nyegezi Fisheries	Dispensary	MDA	Rural	Public
10393	Nyamagana DC	Nyamagana	Mkolani	Shadi		Shadi	Dispensary	LGA	Rural	Public
10394	Nyamagana DC	Nyamagana	Buhongwa	Ihushi		Buhongwa	Dispensary	LGA	Rural	Public
10395	Nyamagana DC	Nyamagana	Buhongwa	Sahwa		Sahwa	Dispensary	LGA	Rural	Public
10396	Nyamagana DC	Nyamagana	Mbugani	Police Line		Mabatini	Dispensary	Police	Rural	Public
10397	Nyamagana DC	Nyamagana	Mbugani	Uhuru		Hurumia Watoto	Dispensary	Private	Rural	Private
10398	Nyamagana DC	Nyamagana	Mkuyuni	Mahakama		Mkuyuni	Dispensary	Menonite	Rural	Faith-Based
10399	Nyamagana DC	Nyamagana	Mahina	Isegenghe		Faith Community	Dispensary	Private	Rural	Private
10400	Nyamagana DC	Nyamagana	Mahina	Isegenghe		Msamaria	Dispensary	Private	Rural	Private
10401	Nyamagana DC	Nyamagana	Mahina	Mahina Kati		Mahina	Dispensary	LGA	Rural	Public
10402	Ilemela DC	Ilemela	Nyakato	Buzuruga		Buzuruga	Health Centre	LGA	Rural	Public
10403	Ilemela DC	Ilemela	Nyakato	Buzuruga		Mwanza	Dispensary	Private	Rural	Private
10404	Ilemela DC	Ilemela	Nyakato	National		Nyakato	Dispensary	LGA	Rural	Public
10405	Ilemela DC	Ilemela	Nyakato	National		Juwa	Dispensary	Private	Rural	Private
10406	Ilemela DC	Ilemela	Nyakato	Buzuruga Kaskazini		Nyasaka	Dispensary	Private	Rural	Private
10407	Ilemela DC	Ilemela	Nyakato	Mwatex		Nyakato	Health Centre	Lutheran	Rural	Faith-Based
10408	Ilemela DC	Ilemela	Nyamanoro	Karume		Taqwa	Health Centre	BAKWATA	Rural	Private
10409	Ilemela DC	Ilemela	Nyamanoro	Kijiji		Tumaini (Kona ya Bwiru)	Dispensary	Private	Rural	Private
10410	Ilemela DC	Ilemela	Nyamanoro	Kijiji		Kijiji	Dispensary	Private	Rural	Private
10411	Ilemela DC	Ilemela	Nyamanoro	Kijiji		Huduma - Kilimahewa	Dispensary	Private	Rural	Private
10412	Ilemela DC	Ilemela	Nyamanoro	Zahanati		Kiloleli	Dispensary	Private	Rural	Private
10413	Ilemela DC	Ilemela	Nyamanoro	Ibungilo		Ibungilo	Dispensary	TPDF	Rural	Public
10414	Ilemela DC	Ilemela	Nyamanoro	Ibungilo		Kataraiya	Clinic	Private	Rural	Private
10415	Ilemela DC	Ilemela	Nyamanoro	Kilimahewa		Victoria - Kilimahewa	Dispensary	Private	Rural	Private
10416	Ilemela DC	Ilemela	Nyamanoro	Makongoro		Makongoro	Dispensary	Lutheran	Rural	Faith-Based
10417	Ilemela DC	Ilemela	Nyamanoro	Mbugani		Marie Stopes	Dispensary	Private	Rural	Private
10418	Ilemela DC	Ilemela	Nyamanoro	Tarazo		Amani (Gumodoka Kilimahewa)	Dispensary	Private	Rural	Private
10419	Ilemela DC	Ilemela	Sangabuye	Nyashimba A		Sangabuye	Dispensary	LGA	Rural	Public
10420	Ilemela DC	Ilemela	Sangabuye	Kabasungu		Kabusungu	Dispensary	LGA	Rural	Public
10421	Ilemela DC	Ilemela	Bugogwa	Igombe		Karume	Health Centre	LGA	Rural	Public
10422	Ilemela DC	Ilemela	Bugogwa	Igombe		Ziwani	Dispensary	Private	Rural	Private
10423	Ilemela DC	Ilemela	Bugogwa	Igombe		Imani Bugogwa	Dispensary	Private	Rural	Private
10424	Ilemela DC	Ilemela	Bugogwa	Ilalila		Igogwe	Dispensary	LGA	Rural	Public
10425	Ilemela DC	Ilemela	Bugogwa	Nyamwilolelwa		Nyamwilolelwa	Dispensary	LGA	Rural	Public
10426	Ilemela DC	Ilemela	Bugogwa	Airport		Mmh	Hospital	TPDF	Rural	Public
10427	Ilemela DC	Ilemela	Pasiansi	Pasiansi Chini		Pasiansi	Dispensary	LGA	Rural	Public
10428	Ilemela DC	Ilemela	Pasiansi	Pasiansi Chini		Tanzania Breweries	Dispensary	Religious	Rural	Faith-Based
10429	Ilemela DC	Ilemela	Pasiansi	Kawekamo A		Pasiansi	Dispensary	Seventh Day Adventists	Rural	Faith-Based
10430	Ilemela DC	Ilemela	Pasiansi	Bwiru Elimu		Bwiru Boys	Dispensary	MDA	Rural	Public
10431	Ilemela DC	Ilemela	Pasiansi	Bwiru Elimu		Bwiru Girls	Dispensary	MDA	Rural	Public
10432	Ilemela DC	Ilemela	Kirumba	Magomeni		Kirumba	Dispensary	LGA	Rural	Public
10433	Ilemela DC	Ilemela	Kirumba	Magomeni		Magomeni	Dispensary	Private	Rural	Private
10434	Ilemela DC	Ilemela	Kirumba	Bondeni		Umati	Dispensary	Private	Rural	Private
10435	Ilemela DC	Ilemela	Kirumba	Vuka		Corner	Dispensary	Private	Rural	Private
10436	Ilemela DC	Ilemela	Buswelu	Bulola A		Buswelu	Dispensary	Private	Rural	Private
10437	Ilemela DC	Ilemela	Buswelu	Nyamhongolo		Nyamhongolo	Dispensary		Rural	TBD
10438	Ilemela DC	Ilemela	Ilemela	Air Port		Airport	Dispensary	Private	Rural	Private
10439	Ilemela DC	Ilemela	Ilemela	Kahasa		Ilemela	Dispensary	LGA	Rural	Public
10440	Ilemela DC	Ilemela	Ilemela	Balyehele		Ilemela	Dispensary	Private	Rural	Private
10441	Ilemela DC	Ilemela	Ilemela	Kahama		Kahama	Dispensary	LGA	Rural	Public
10442	Ilemela DC	Ilemela	Ilemela	Kiseke B		Luhanga	Dispensary	LGA	Rural	Public
10443	Ilemela DC	Ilemela	Ilemela	Kiseke B		Kiseke Community	Health Centre		Rural	TBD
10444	Ilemela DC	Ilemela	Kitangiri	National Institute of Medical Reseach		National Institute of Medical Research	Dispensary	LGA	Rural	Public
10445	Geita DC	Geita	Kalangalala	Kalangalala		Kalangalala	Hospital	LGA	Rural	Public
10446	Geita DC	Geita	Kalangalala	Nyankumbu		Nyankumbu	Health Centre	LGA	Rural	Public
10450	Geita DC	Geita	Mtakuja	Nyamalembo		Nyamalembo	Dispensary	Private	Rural	Private
10455	Geita DC	Geita	Ihanamilo	Bunegezi		Bunegezi	Dispensary	LGA	Rural	Public
10462	Geita DC	Bugando	Nzera	Nzera		Nzera	Health Centre	LGA	Rural	Public
10463	Geita DC	Bugando	Nzera	Lwenzera		Lwenzera	Dispensary	LGA	Rural	Public
10464	Geita DC	Bugando	Nzera	Sungusira		Fulwe	Dispensary	LGA	Rural	Public
10467	Geita DC	Bugando	Senga	Senga		Senga	Dispensary	LGA	Rural	Public
10473	Geita DC	Bugando	Nkome	Nkome		Nkome	Dispensary	LGA	Rural	Public
10474	Geita DC	Bugando	Nkome	Mharamba		Mharamba	Dispensary	LGA	Rural	Public
10476	Geita DC	Bugando	Nkome	Izumacheli		Izumacheli	Dispensary	LGA	Rural	Public
10477	Geita DC	Bugando	Nkome	Izumacheli		Lubondo	Dispensary	Religious	Rural	Faith-Based
10479	Geita DC	Bugando	Nkome	Butwa/lulegea		Butwa	Dispensary	LGA	Rural	Public
10480	Geita DC	Bugando	Kagu	Bugulula		Bugulula	Dispensary	LGA	Rural	Public
10483	Geita DC	Bugando	Kagu	Kagu		Kagu	Dispensary	LGA	Rural	Public
10486	Geita DC	Butundwe	Katoro	Katoro		Katoro	Health Centre	LGA	Rural	Public
10487	Geita DC	Butundwe	Katoro	Katoro		Katoro TCMC	Dispensary	Religious	Rural	Faith-Based
10490	Geita DC	Butundwe	Katoro	Ibondo		Ibondo	Dispensary	LGA	Rural	Public
10491	Geita DC	Butundwe	Katoro	Chibingo		Chibingo	Dispensary	LGA	Rural	Public
10494	Geita DC	Butundwe	Kaseme	Kaseme		Kaseme	Dispensary	LGA	Rural	Public
10498	Geita DC	Butundwe	Kaseme	Munekezi		Munekezi	Dispensary	LGA	Rural	Public
10500	Geita DC	Butundwe	Chigunga	Chigunga		Chigunga	Dispensary	LGA	Rural	Public
10503	Geita DC	Butundwe	Chigunga	Nyamwilolelwa		Nyamwilolelwa	Dispensary	LGA	Rural	Public
10506	Geita DC	Butundwe	Nyakagomba	Nyasembe		Nyasembe	Dispensary	Assemblies of God	Rural	Faith-Based
10509	Geita DC	Butundwe	Bukondo	Bukondo		Bukondo	Dispensary	LGA	Rural	Public
10513	Geita DC	Butundwe	Nyachiluluma	Chikobe		Chikobe	Health Centre	LGA	Rural	Public
10517	Geita DC	Butundwe	Nyachiluluma	Kasangwa		Kasangwa	Dispensary	LGA	Rural	Public
10519	Geita DC	Busanda	Nyakamwaga	Kashishi		Kashishi	Health Centre	LGA	Rural	Public
10522	Geita DC	Busanda	Nyakamwaga	Buyagu		Buyagu	Dispensary	LGA	Rural	Public
10523	Geita DC	Busanda	Busanda	Busanda		Busanda	Dispensary		Rural	TBD
10524	Geita DC	Busanda	Busanda	Msasa		Msasa	Dispensary	LGA	Rural	Public
10528	Geita DC	Busanda	Nyarugusu	Nyarugusu		Nyarugusu	Dispensary	LGA	Rural	Public
10532	Geita DC	Busanda	Nyarugusu	Busolwa B		Iamgold	Dispensary	Religious	Rural	Faith-Based
10534	Geita DC	Busanda	Bukoli	Bugogo		Bukoli	Health Centre	LGA	Rural	Public
10537	Geita DC	Busanda	Bukoli	Ihega		Ihega	Dispensary	Assemblies of God	Rural	Faith-Based
10541	Geita DC	Busanda	Nyamalimbe	Nyamalimbe		Nyamalimbe	Dispensary	LGA	Rural	Public
10548	Geita DC	Busanda	Kamena	Nyalwanzaja		Nyalwanzaja	Dispensary	LGA	Rural	Public
10551	Geita DC	Busanda	Kamena	Ndelema		Ndelema	Dispensary	LGA	Rural	Public
10554	Geita DC	Busanda	Lwamgasa	Lwamgasa		Lwamgasa	Dispensary	LGA	Rural	Public
10558	Geita DC	Kasamwa	Kasamwa	Kasamwa		Kasamwa	Health Centre	LGA	Rural	Public
10559	Geita DC	Kasamwa	Kasamwa	Kasamwa		Kasamwa	Dispensary	Seventh Day Adventists	Rural	Faith-Based
10560	Geita DC	Kasamwa	Kasamwa	Kasamwa		Kasamwa TCMC		Assemblies of God	Rural	Faith-Based
10561	Geita DC	Kasamwa	Kasamwa	Kasamwa		Tasinga	Dispensary		Rural	TBD
10564	Geita DC	Kasamwa	Kasamwa	Bungw Angoko		Bungwangoko	Dispensary	LGA	Rural	Public
10568	Geita DC	Kasamwa	Kamhanga	Kishinda		Kishinda	Dispensary	LGA	Rural	Public
10573	Geita DC	Kasamwa	Kamhanga	Kifufu		Kifufu	Dispensary	LGA	Rural	Public
10576	Geita DC	Kasamwa	Lubanga	Lubanga		Lubanga	Dispensary	LGA	Rural	Public
10579	Geita DC	Kasamwa	Lubanga	Nyakaduha		Nyakaduha	Dispensary	LGA	Rural	Public
10582	Geita DC	Kasamwa	Bulela	Bulela		Bulela	Dispensary	LGA	Rural	Public
10590	Geita DC	Nyanghwale	Nyanghwale	Ibambila		Nyanghwale	Health Centre	LGA	Rural	Public
10592	Geita DC	Nyanghwale	Nyanghwale	Nyijundu		Nyijundu	Dispensary	LGA	Rural	Public
10595	Geita DC	Nyanghwale	Busolwa	Busolwa		Busolwa	Dispensary	LGA	Rural	Public
10600	Geita DC	Nyanghwale	Shabaka	Shabaka		Shabaka	Dispensary	LGA	Rural	Public
10606	Geita DC	Nyanghwale	Mwingiro	Idetemia		Mwingiro	Dispensary	LGA	Rural	Public
10612	Geita DC	Msalala	Kharumwa	Kharumwa		Kharumwa	Health Centre	LGA	Rural	Public
10618	Geita DC	Msalala	Nyugwa	Nyugwa		Nyugwa	Dispensary	LGA	Rural	Public
10622	Geita DC	Msalala	Kafita	Kafita		Kafita	Dispensary	LGA	Rural	Public
10624	Geita DC	Msalala	Kafita	Kayenze		Kayenze	Dispensary	LGA	Rural	Public
10625	Geita DC	Msalala	Kakola	Kakola		Kakola	Dispensary	LGA	Rural	Public
10628	Geita DC	Msalala	Kakola	Kitongo		Kitongo	Dispensary	LGA	Rural	Public
10629	Geita DC	Msalala	Kakola	Nyangalamila		Nyangalamila	Dispensary	LGA	Rural	Public
10630	Geita DC	Msalala	Kakola	Kabiga		Kabiga	Dispensary		Rural	TBD
10631	Geita DC	Msalala	Bukwimba	Bukwimba		Bukwimba	Dispensary		Rural	TBD
10632	Geita DC	Msalala	Bukwimba	Lyulu		Lyulu	Dispensary	Assemblies of God	Rural	Faith-Based
10637	Magu DC	Sanjo	Kisesa	Kisesa		Kisesa A	Health Centre	LGA	Rural	Public
10638	Magu DC	Sanjo	Kisesa	Kisesa		Kisesa	Dispensary	Private	Rural	Private
10639	Magu DC	Sanjo	Kisesa	Kisesa		Neema	Dispensary	LGA	Rural	Public
10641	Magu DC	Sanjo	Kisesa	Igekemaja		Igekemaja	Dispensary	LGA	Rural	Public
10643	Magu DC	Sanjo	Kisesa	Welamasonga		Welamasonga	Dispensary	LGA	Rural	Public
10644	Magu DC	Sanjo	Kisesa	Ihayabuyaga		Ihayabuyaga	Dispensary	LGA	Rural	Public
10645	Magu DC	Sanjo	Bujashi	Matale		Matale	Dispensary	TASAF	Rural	Public
10647	Magu DC	Sanjo	Bujashi	Ihushi		Bujashi	Dispensary	LGA	Rural	Public
10649	Magu DC	Sanjo	Lutale	Lutale		Lutale	Dispensary	LGA	Rural	Public
10652	Magu DC	Sanjo	Kongolo	Kongolo		Kongolo	Dispensary	LGA	Rural	Public
10656	Magu DC	Kahangara	Nyanguge	Nyanguge		Nyanguge	Health Centre	LGA	Rural	Public
10657	Magu DC	Kahangara	Nyanguge	Nyanguge		Buruma	Dispensary		Rural	TBD
10659	Magu DC	Kahangara	Mwamanga	Kisesa B		Kisesa B	Dispensary	LGA	Rural	Public
10662	Magu DC	Kahangara	Mwamanga	Mwamanga		Mwamanga	Dispensary	LGA	Rural	Public
10664	Magu DC	Kahangara	Kitongosima	Kigangama		Kigangama	Dispensary		Rural	TBD
10665	Magu DC	Kahangara	Kitongosima	Kitongo Sima		Kitongo Sima	Dispensary	TASAF	Rural	Public
10666	Magu DC	Kahangara	Kitongosima	Lugeye		Lugeye	Dispensary	LGA	Rural	Public
10668	Magu DC	Kahangara	Kahangara	Ijinga		Ijinga	Dispensary	LGA	Rural	Public
10671	Magu DC	Kahangara	Kahangara	Kahangara		Kahangara	Health Centre	LGA	Rural	Public
10673	Magu DC	Itumbili	Nyigogo	Kinango		Kinango	Dispensary	LGA	Rural	Public
10680	Magu DC	Itumbili	Mwamabanza	Mwamabanza		Mwamabanza	Dispensary	LGA	Rural	Public
10683	Magu DC	Itumbili	Sukuma	Lumeji		Lumeji	Dispensary	LGA	Rural	Public
10685	Magu DC	Itumbili	Sukuma	Buhumbi		Buhumbi	Dispensary	LGA	Rural	Public
10686	Magu DC	Itumbili	Lubugu	Bubinza		Bubinza	Dispensary	LGA	Rural	Public
10689	Magu DC	Itumbili	Lubugu	Sayaka		Sayaka	Dispensary	TASAF	Rural	Public
10690	Magu DC	Itumbili	Magu Mjini	Itumbili		Joseph Medical Care	Dispensary	Private	Rural	Private
10691	Magu DC	Itumbili	Magu Mjini	Itumbili		Magu Mennonitte	Dispensary	Private	Rural	Private
10692	Magu DC	Itumbili	Magu Mjini	Nyalikungu		Nyalikungu	Dispensary	BAKWATA	Rural	Private
10693	Magu DC	Itumbili	Magu Mjini	Nyalikungu		Magu	Hospital	LGA	Rural	Public
10694	Magu DC	Busega	Kiloleli	Ijitu		Ijitu	Dispensary	LGA	Rural	Public
10696	Magu DC	Busega	Kiloleli	Kiloleli (Yitwimila A)		Kiloleli	Dispensary	LGA	Rural	Public
10701	Magu DC	Busega	Mwamanyili	Bulima		Bulima	Dispensary	Assemblies of God	Rural	Faith-Based
10702	Magu DC	Busega	Mwamanyili	Mwanangi		Mwanangi	Dispensary	Parastatal	Rural	Public
10705	Magu DC	Busega	Kabita	Nyamikoma		Nyamikoma	Dispensary	LGA	Rural	Public
10706	Magu DC	Busega	Kabita	Bukabile		Nassa	Health Centre	LGA	Rural	Public
10709	Magu DC	Busega	Shigala	Shigala		Shigala	Dispensary	LGA	Rural	Public
10713	Magu DC	Busega	Badugu	Busami		Busami	Dispensary	LGA	Rural	Public
10715	Magu DC	Busega	Badugu	Badugu		Badugu	Dispensary	LGA	Rural	Public
10719	Magu DC	Busega	Nyaluhande	Nyaluhande		Nyaluhande	Dispensary	LGA	Rural	Public
10720	Magu DC	Kivukoni	Mkula	Mkula		Mkula	Hospital	Assemblies of God	Rural	Faith-Based
10721	Magu DC	Kivukoni	Mkula	Mwasamba		Mwasamba	Dispensary	LGA	Rural	Public
10722	Magu DC	Kivukoni	Mkula	Kijilishi		Kijilishi	Dispensary	LGA	Rural	Public
10723	Magu DC	Kivukoni	Mkula	Lutubiga		Lutubiga	Dispensary	LGA	Rural	Public
10727	Magu DC	Kivukoni	Mkula	Mwanhale		Mwanhale	Dispensary	LGA	Rural	Public
10729	Magu DC	Kivukoni	Igalukilo	Mwamjulila		Mwamjulila	Dispensary	LGA	Rural	Public
10730	Magu DC	Kivukoni	Igalukilo	Nyangili		Igalukilo	Health Centre	LGA	Rural	Public
10732	Magu DC	Kivukoni	Igalukilo	Mwamagigisi		Mwamagigisi	Dispensary	LGA	Rural	Public
10734	Magu DC	Kivukoni	Kalemela	Lamadi		Mennonite Lamadi	Dispensary	Menonite	Rural	Faith-Based
10735	Magu DC	Kivukoni	Kalemela	Bushigwamhala		Bushigwamhala	Dispensary	LGA	Rural	Public
10736	Magu DC	Kivukoni	Kalemela	Lukungu		Lukungu	Dispensary	LGA	Rural	Public
10737	Magu DC	Kivukoni	Kalemela	Mayega		Kalemela	Dispensary	LGA	Rural	Public
10738	Magu DC	Kivukoni	Malili	Mwamigongwa		Mwamigongwa	Dispensary	LGA	Rural	Public
10739	Magu DC	Kivukoni	Malili	Gininiga		Gininiga	Dispensary	LGA	Rural	Public
10740	Magu DC	Kivukoni	Malili	Malili		Malili	Dispensary	LGA	Rural	Public
10745	Magu DC	Kivukoni	Ngasamo	Ngasamo		Ngasamo	Dispensary	LGA	Rural	Public
10749	Magu DC	Ndagalu	Shishani	Isolo		Isolo	Dispensary	LGA	Rural	Public
10750	Magu DC	Ndagalu	Shishani	Jinjimili		Jinjimili	Dispensary	LGA	Rural	Public
10751	Magu DC	Ndagalu	Shishani	Shishani		Shishani	Dispensary	LGA	Rural	Public
10753	Magu DC	Ndagalu	Shishani	Nyasato		Nyasato	Dispensary	LGA	Rural	Public
10754	Magu DC	Ndagalu	Shishani	Mahaha		Mahaha	Dispensary	LGA	Rural	Public
10755	Magu DC	Ndagalu	Nkungulu	Igombe		Igombe	Dispensary	LGA	Rural	Public
10757	Magu DC	Ndagalu	Nkungulu	Nhobola		Nhobola	Dispensary	LGA	Rural	Public
10758	Magu DC	Ndagalu	Nkungulu	Ng'washepi		Ng'Washepi	Dispensary	LGA	Rural	Public
10760	Magu DC	Ndagalu	Nkungulu	Kabila		Kabila	Health Centre	LGA	Rural	Public
10761	Magu DC	Ndagalu	Nkungulu	Kabila		Huruma	Dispensary	Private	Rural	Private
10763	Magu DC	Ndagalu	Nghaya	Salama		Salama/Bugatu	Dispensary	LGA	Rural	Public
10764	Magu DC	Ndagalu	Nghaya	Chandulu		Chandulu	Dispensary	LGA	Rural	Public
10765	Magu DC	Ndagalu	Nghaya	Mwabulenga		Mwabulenga	Dispensary	LGA	Rural	Public
10766	Magu DC	Ndagalu	Nghaya	Ng'haya		Busalanga	Dispensary	LGA	Rural	Public
10767	Sengerema DC	Kahunda	Bupandwamhela	Buhindi		Buhindi	Dispensary	MDA	Rural	Public
10769	Sengerema DC	Kahunda	Bupandwamhela	Bupandwa		Bupandwa	Dispensary	LGA	Rural	Public
10770	Sengerema DC	Kahunda	Bupandwamhela	Iligamba		Iligamba	Dispensary	LGA	Rural	Public
10772	Sengerema DC	Kahunda	Bupandwamhela	Itulabusiga		Itulabusiga	Dispensary		Rural	TBD
10773	Sengerema DC	Kahunda	Kafunzo	Bilulumo		Bilulumo	Dispensary	LGA	Rural	Public
10774	Sengerema DC	Kahunda	Kafunzo	Kafunzo		Kafunzo	Dispensary	LGA	Rural	Public
10776	Sengerema DC	Kahunda	Kalebezo	Busekeseke		Busekeseke	Dispensary	LGA	Rural	Public
10777	Sengerema DC	Kahunda	Kalebezo	Kalebezo		Kalebezo	Dispensary	LGA	Rural	Public
10778	Sengerema DC	Kahunda	Kalebezo	Katoma		Katoma	Dispensary	LGA	Rural	Public
10784	Sengerema DC	Kahunda	Katwe	Mwangika		Mwangika	Health Centre	LGA	Rural	Public
10785	Sengerema DC	Kahunda	Katwe	Kahunda		Kahunda	Dispensary	Religious	Rural	Faith-Based
10786	Sengerema DC	Kahunda	Maisome	Kanoni		Maisome	Dispensary	LGA	Rural	Public
